HSPF_BLOCK,HSPF_TABLE,HSPF_TABLE_EXT,HDF_TABLE,TEMPLATE,HSPF_MANUAL_SORT_ORDER,TABLE_HEADER,TABLE_HELP
IMPLND,MON-SQOLIM,MON-SQOLIM4,/IMPLND/IQUAL/MONTHLY/SQOLIM4,QUAL-PROPS,248,"*** <ILS >  Value at start of month for limiting storage of QUALOF (qty/ha)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values limiting storage of QUALOF at start of each month. This
*** table is only required if VQOFG in Table-type QUAL-PROPS is 1. and is
*** repeated for each quality constituent."
IMPLND,MON-SQOLIM,MON-SQOLIM5,/IMPLND/IQUAL/MONTHLY/SQOLIM5,QUAL-PROPS,248,"*** <ILS >  Value at start of month for limiting storage of QUALOF (qty/ha)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values limiting storage of QUALOF at start of each month. This
*** table is only required if VQOFG in Table-type QUAL-PROPS is 1. and is
*** repeated for each quality constituent."
IMPLND,MON-SQOLIM,MON-SQOLIM6,/IMPLND/IQUAL/MONTHLY/SQOLIM6,QUAL-PROPS,248,"*** <ILS >  Value at start of month for limiting storage of QUALOF (qty/ha)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values limiting storage of QUALOF at start of each month. This
*** table is only required if VQOFG in Table-type QUAL-PROPS is 1. and is
*** repeated for each quality constituent."
IMPLND,MON-SQOLIM,MON-SQOLIM7,/IMPLND/IQUAL/MONTHLY/SQOLIM7,QUAL-PROPS,248,"*** <ILS >  Value at start of month for limiting storage of QUALOF (qty/ha)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values limiting storage of QUALOF at start of each month. This
*** table is only required if VQOFG in Table-type QUAL-PROPS is 1. and is
*** repeated for each quality constituent."
IMPLND,MON-SQOLIM,MON-SQOLIM8,/IMPLND/IQUAL/MONTHLY/SQOLIM8,QUAL-PROPS,248,"*** <ILS >  Value at start of month for limiting storage of QUALOF (qty/ha)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values limiting storage of QUALOF at start of each month. This
*** table is only required if VQOFG in Table-type QUAL-PROPS is 1. and is
*** repeated for each quality constituent."
IMPLND,MON-SQOLIM,MON-SQOLIM9,/IMPLND/IQUAL/MONTHLY/SQOLIM9,QUAL-PROPS,248,"*** <ILS >  Value at start of month for limiting storage of QUALOF (qty/ha)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values limiting storage of QUALOF at start of each month. This
*** table is only required if VQOFG in Table-type QUAL-PROPS is 1. and is
*** repeated for each quality constituent."
IMPLND,NQUALS,NQUALS,/IMPLND/IQUAL/PARAMETERS,QUAL-PROPS,242,"*** <ILS >
*** x -  xNQUAL","*** The total number of quality constituents simulated in Section IQUAL is
*** indicated in this table."
IMPLND,PRINT-INFO,PRINT-INFO,/IMPLND/GENERAL/PRINT,,214,"*** <ILS > ******** Print-flags ******** PIVL  PYR
*** x -  x ATMP SNOW IWAT  SLD  IWG IQAL *********","*** Printout information of IMPLND. HSPF permits the user to vary the
*** printout level (maximum frequency) for the various active sections of
*** an operation. 2 means every PIVL intervals, 3 means every day, 4
*** means every month, 5 means every year, 6 means never."
IMPLND,QUAL-INPUT,QUAL-INPUT1,/IMPLND/IQUAL/IQUAL1/PARAMETERS,QUAL-PROPS,245,"***         Storage on surface and nonseasonal parameters
***            SQO    POTFW   ACQOP  SQOLIM   WSQOP
*** <ILS >  qty/ha qty/tonn    qty/  qty/ha   mm/hr
*** x -  x                  ha.day","*** Storage on surface and nonseasonal parameters for IQUAL (IMPLND) This
*** table is repeated for each quality constituent."
IMPLND,QUAL-INPUT,QUAL-INPUT10,/IMPLND/IQUAL/IQUAL10/PARAMETERS,QUAL-PROPS,245,"***         Storage on surface and nonseasonal parameters
***            SQO    POTFW   ACQOP  SQOLIM   WSQOP
*** <ILS >  qty/ha qty/tonn    qty/  qty/ha   mm/hr
*** x -  x                  ha.day","*** Storage on surface and nonseasonal parameters for IQUAL (IMPLND) This
*** table is repeated for each quality constituent."
IMPLND,QUAL-INPUT,QUAL-INPUT2,/IMPLND/IQUAL/IQUAL2/PARAMETERS,QUAL-PROPS,245,"***         Storage on surface and nonseasonal parameters
***            SQO    POTFW   ACQOP  SQOLIM   WSQOP
*** <ILS >  qty/ha qty/tonn    qty/  qty/ha   mm/hr
*** x -  x                  ha.day","*** Storage on surface and nonseasonal parameters for IQUAL (IMPLND) This
*** table is repeated for each quality constituent."
IMPLND,QUAL-INPUT,QUAL-INPUT3,/IMPLND/IQUAL/IQUAL3/PARAMETERS,QUAL-PROPS,245,"***         Storage on surface and nonseasonal parameters
***            SQO    POTFW   ACQOP  SQOLIM   WSQOP
*** <ILS >  qty/ha qty/tonn    qty/  qty/ha   mm/hr
*** x -  x                  ha.day","*** Storage on surface and nonseasonal parameters for IQUAL (IMPLND) This
*** table is repeated for each quality constituent."
IMPLND,QUAL-INPUT,QUAL-INPUT4,/IMPLND/IQUAL/IQUAL4/PARAMETERS,QUAL-PROPS,245,"***         Storage on surface and nonseasonal parameters
***            SQO    POTFW   ACQOP  SQOLIM   WSQOP
*** <ILS >  qty/ha qty/tonn    qty/  qty/ha   mm/hr
*** x -  x                  ha.day","*** Storage on surface and nonseasonal parameters for IQUAL (IMPLND) This
*** table is repeated for each quality constituent."
IMPLND,QUAL-INPUT,QUAL-INPUT5,/IMPLND/IQUAL/IQUAL5/PARAMETERS,QUAL-PROPS,245,"***         Storage on surface and nonseasonal parameters
***            SQO    POTFW   ACQOP  SQOLIM   WSQOP
*** <ILS >  qty/ha qty/tonn    qty/  qty/ha   mm/hr
*** x -  x                  ha.day","*** Storage on surface and nonseasonal parameters for IQUAL (IMPLND) This
*** table is repeated for each quality constituent."
IMPLND,QUAL-INPUT,QUAL-INPUT6,/IMPLND/IQUAL/IQUAL6/PARAMETERS,QUAL-PROPS,245,"***         Storage on surface and nonseasonal parameters
***            SQO    POTFW   ACQOP  SQOLIM   WSQOP
*** <ILS >  qty/ha qty/tonn    qty/  qty/ha   mm/hr
*** x -  x                  ha.day","*** Storage on surface and nonseasonal parameters for IQUAL (IMPLND) This
*** table is repeated for each quality constituent."
IMPLND,QUAL-INPUT,QUAL-INPUT7,/IMPLND/IQUAL/IQUAL7/PARAMETERS,QUAL-PROPS,245,"***         Storage on surface and nonseasonal parameters
***            SQO    POTFW   ACQOP  SQOLIM   WSQOP
*** <ILS >  qty/ha qty/tonn    qty/  qty/ha   mm/hr
*** x -  x                  ha.day","*** Storage on surface and nonseasonal parameters for IQUAL (IMPLND) This
*** table is repeated for each quality constituent."
IMPLND,QUAL-INPUT,QUAL-INPUT8,/IMPLND/IQUAL/IQUAL8/PARAMETERS,QUAL-PROPS,245,"***         Storage on surface and nonseasonal parameters
***            SQO    POTFW   ACQOP  SQOLIM   WSQOP
*** <ILS >  qty/ha qty/tonn    qty/  qty/ha   mm/hr
*** x -  x                  ha.day","*** Storage on surface and nonseasonal parameters for IQUAL (IMPLND) This
*** table is repeated for each quality constituent."
IMPLND,QUAL-INPUT,QUAL-INPUT9,/IMPLND/IQUAL/IQUAL9/PARAMETERS,QUAL-PROPS,245,"***         Storage on surface and nonseasonal parameters
***            SQO    POTFW   ACQOP  SQOLIM   WSQOP
*** <ILS >  qty/ha qty/tonn    qty/  qty/ha   mm/hr
*** x -  x                  ha.day","*** Storage on surface and nonseasonal parameters for IQUAL (IMPLND) This
*** table is repeated for each quality constituent."
IMPLND,QUAL-PROPS,QUAL-PROPS1,/IMPLND/IQUAL/IQUAL1/FLAGS,,244,"*** <ILS >    Identifiers and Flags
*** x -  x      QUALID    QTID  QSD VPFW  QSO  VQO","*** Identifiers and flags for a quality constituent in IQUAL. This table
*** is repeated for each quality constituent."
IMPLND,QUAL-PROPS,QUAL-PROPS10,/IMPLND/IQUAL/IQUAL10/FLAGS,,244,"*** <ILS >    Identifiers and Flags
*** x -  x      QUALID    QTID  QSD VPFW  QSO  VQO","*** Identifiers and flags for a quality constituent in IQUAL. This table
*** is repeated for each quality constituent."
IMPLND,QUAL-PROPS,QUAL-PROPS2,/IMPLND/IQUAL/IQUAL2/FLAGS,,244,"*** <ILS >    Identifiers and Flags
*** x -  x      QUALID    QTID  QSD VPFW  QSO  VQO","*** Identifiers and flags for a quality constituent in IQUAL. This table
*** is repeated for each quality constituent."
IMPLND,QUAL-PROPS,QUAL-PROPS3,/IMPLND/IQUAL/IQUAL3/FLAGS,,244,"*** <ILS >    Identifiers and Flags
*** x -  x      QUALID    QTID  QSD VPFW  QSO  VQO","*** Identifiers and flags for a quality constituent in IQUAL. This table
*** is repeated for each quality constituent."
IMPLND,QUAL-PROPS,QUAL-PROPS4,/IMPLND/IQUAL/IQUAL4/FLAGS,,244,"*** <ILS >    Identifiers and Flags
*** x -  x      QUALID    QTID  QSD VPFW  QSO  VQO","*** Identifiers and flags for a quality constituent in IQUAL. This table
*** is repeated for each quality constituent."
IMPLND,QUAL-PROPS,QUAL-PROPS5,/IMPLND/IQUAL/IQUAL5/FLAGS,,244,"*** <ILS >    Identifiers and Flags
*** x -  x      QUALID    QTID  QSD VPFW  QSO  VQO","*** Identifiers and flags for a quality constituent in IQUAL. This table
*** is repeated for each quality constituent."
IMPLND,QUAL-PROPS,QUAL-PROPS6,/IMPLND/IQUAL/IQUAL6/FLAGS,,244,"*** <ILS >    Identifiers and Flags
*** x -  x      QUALID    QTID  QSD VPFW  QSO  VQO","*** Identifiers and flags for a quality constituent in IQUAL. This table
*** is repeated for each quality constituent."
IMPLND,QUAL-PROPS,QUAL-PROPS7,/IMPLND/IQUAL/IQUAL7/FLAGS,,244,"*** <ILS >    Identifiers and Flags
*** x -  x      QUALID    QTID  QSD VPFW  QSO  VQO","*** Identifiers and flags for a quality constituent in IQUAL. This table
*** is repeated for each quality constituent."
IMPLND,QUAL-PROPS,QUAL-PROPS8,/IMPLND/IQUAL/IQUAL8/FLAGS,,244,"*** <ILS >    Identifiers and Flags
*** x -  x      QUALID    QTID  QSD VPFW  QSO  VQO","*** Identifiers and flags for a quality constituent in IQUAL. This table
*** is repeated for each quality constituent."
IMPLND,QUAL-PROPS,QUAL-PROPS9,/IMPLND/IQUAL/IQUAL9/FLAGS,,244,"*** <ILS >    Identifiers and Flags
*** x -  x      QUALID    QTID  QSD VPFW  QSO  VQO","*** Identifiers and flags for a quality constituent in IQUAL. This table
*** is repeated for each quality constituent."
IMPLND,SLD-PARM1,SLD-PARM1,/IMPLND/SOLIDS/PARAMETERS,SLD-PARM2,230,"*** <ILS >     Flags
*** x -  x VASD VRSD SDOP",*** First group of SOLIDS parameters (IMPLND).
IMPLND,SLD-PARM2,SLD-PARM2,/IMPLND/SOLIDS/PARAMETERS,,231,"***             KEIM      JEIM    ACCSDP    REMSDP
*** <ILS >                         tne/      /day
*** x -  x                        ha.day",*** Second group of SOLIDS parameters (IMPLND).
IMPLND,SLD-STOR,SLD-STOR,/IMPLND/SOLIDS/PARAMETERS,SLD-PARM2,234,"*** <ILS >  Solids storage (tonne/ha)
*** x -  x",*** Initial storage of solids (IMPLND).
IMPLND,SNOW-FLAGS,SNOW-FLAGS,/IMPLND/SNOW/FLAGS,,219,"*** <ILS >
*** x -  x SNOP  VKM ",*** Snow flags.
IMPLND,SNOW-INIT1,SNOW-INIT1,/IMPLND/SNOW/STATES,,223,"*** <ILS > Pack-snow  Pack-ice Pack-watr    RDENPF      DULL    PAKTMP
*** x -  x      (mm)      (mm)      (mm)                       (deg C)",*** First group of initial values for SNOW simulation.
IMPLND,SNOW-INIT2,SNOW-INIT2,/IMPLND/SNOW/STATES,,224,"*** <ILS >    COVINX    XLNMLT    SKYCLR
*** x -  x      (mm)      (mm)",*** Second group of initial values for SNOW simulation.
IMPLND,SNOW-PARM1,SNOW-PARM1,/IMPLND/SNOW/PARAMETERS,,220,"*** <ILS >       LAT     MELEV     SHADE    SNOWCF    COVIND     KMELT     TBASE
*** x -  x   degrees       (m)                          (mm)  (mm/d.C)       (C)",*** First group of SNOW parameters.
IMPLND,SNOW-PARM2,SNOW-PARM2,/IMPLND/SNOW/PARAMETERS,,221,"*** <ILS >     RDCSN     TSNOW    SNOEVP    CCFACT    MWATER    MGMELT
*** x -  x             (deg C)                                (mm/day)",*** Second group of SNOW parameters.
MASS-LINK,MASS-LINK,MASS-LINK,/CONTROL/MASS_LINKS,,421,"***<-Volume-> <-Grp> <-Member-><--Mult--> Tran<-Target vols> <-Grp> <-Member->
Ac <Name>***         <Name> x x<-factor-> strg<Name>                <Name> x x","*** In the MASS-LINK block the user specifies those time series
*** connections which will be combined with the linkages in the SCHEMATIC
*** block to generate a set of time series connections in the NETWORK
*** block."
MONTH-DATA,MONTH-DATA,MONTH-DATA,/MONTH-DATA/MONTH-DATA,,427,Ac***<text------>   <i> <????>,*** The MONTH-DATA block.
MUTSIN,MUTSINFO,MUTSINFO,/MUTSIN/MUTSIN/INFO,,387,"*** MUTSIN  MFL  NPT  NMN  NLI MSFG
*** x -  x",*** Information about time series to be copied.
NETWORK,,,/CONTROL/LINKS,,419,"***<-Volume-> <-Grp> <-Member-><--Mult-->Tran <-Target vols> <-Grp> <-Member->
Ac <Name>***x        <Name> x x<-factor->strg <Name>   x   x        <Name> x x","*** In the NETWORK block the user specifies those time series which will
*** be passed between operations via the internal scratch pad."
OPN SEQUENCE,,,/CONTROL/OP_SEQUENCE,,3,,
PERLND,ACTIVITY,ACTIVITY,/PERLND/GENERAL/ACTIVITY,,4,"*** <PLS >               Active Sections                               ***
*** x -  x ATMP SNOW PWAT  SED  PST  PWG PQAL MSTL PEST NITR PHOS TRAC ***",*** Active sections of PERLND.
PERLND,ATEMP-DAT,ATEMP-DAT,/PERLND/ATEMP/PARAMETERS,,8,"*** <PLS >     ELDAT    AIRTEMP
*** x -  x       (m)    (deg C)",*** Data for section ATEMP.
PERLND,BINARY-INFO,BINARY-INFO,/PERLND/GENERAL/BINOUT,,6,"*** <PLS >               Binary Output Flags                           PIVL  PYR
*** x -  x ATMP SNOW PWAT  SED  PST  PWG PQAL MSTL PEST NITR PHOS TRAC","*** HSPF permits the user to vary the output level (maximum frequency)
*** for the various active sections of an operation: 2 means every PIVL
*** intervals, 3 means every day, 4 means every month, 5 means every
*** year, 6 means never."
PERLND,CROP-DATES,CROP-DATES,/PERLND/PWATER/PARAMETERS,,32,"***                Crop planting and harvesting dates
*** <PLS >         PLANT1   HARV1    PLANT2   HARV2    PLANT3   HARV3
*** x -  x NCRP      M  D    M  D      M  D    M  D      M  D    M  D","*** These crop dates are used to determine daily plant uptake targets from
*** monthly fractions when the yield-based algorithm is being used
*** (NUPTFG=1 in Table-type NIT-FLAGS and/or PUPTFG=1 in Table-type PHOS-
*** PLAGS).  They are also used to specify crop irrigation seasons if
*** IRRGFG=2 in Table-type PWAT-PARM1."
PERLND,CROP-SEASPM,CROP-SEASPM,/PERLND/PWATER/CROP_STAGES,,34,"*** <PLS >    CRAWD1    CRAWD2    CRAWD3    CRAWD4    CRRDPI    CRRDPF
*** x -  x                                              (cm)      (cm)","*** Each crop season specified in Table-type CROP-DATES is divided into
*** four stages for the purpose of determining irrigation demand when
*** IRRGFG=2 in Table-type PWAT-PARM2, and VAWDFG=2 and/or VCRDFG=2 in
*** Table-type IRRIG-PARM1.  These values are specified for the two
*** parameters AWD and CRDEP as they change during the crop season."
PERLND,CROP-STAGES,CROP-STAGES,/PERLND/PWATER/CROP_STAGES,,33,"*** <PLS > Fractions of crop season for each stage
*** x -  x    CRPST1    CRPST2    CRPST3    CRPST4","*** Each crop season specified in Table-type CROP-DATES is divided into
*** four stages for the purpose of determining irrigation demand when
*** IRRGFG=2 in Table-type PWAT-PARM2, and VAWDFG=2 and/or VCRDFG=2 in
*** Table-type IRRIG-PARM1.  These fractions, rounded to the nearest day,
*** specify the duration of each stage."
PERLND,GEN-INFO,GEN-INFO,/PERLND/GENERAL/INFO,,7,"***             Name                  Unit-systems   Printer BinaryOut
*** <PLS >                                t-series Engl Metr Engl Metr
*** x -  x                                 in  out",*** General information for pervious land segment.
PERLND,ICE-FLAG,ICE-FLAG,/PERLND/SNOW/FLAGS,,9,"*** <PLS > Ice-
*** x -  x flag",*** Flag to simulate ice formation.
PERLND,IRRIG-PARM1,IRRIG-PARM1,/PERLND/PWATER/PARAMETERS,,30,"*** <PLS >  Counters and Flags
*** x -  x NSKD SZON VCRD VAWD IROP",*** First group of PWATER Irrigation Parameters (flags).
PERLND,IRRIG-PARM2,IRRIG-PARM2,/PERLND/PWATER/PARAMETERS,,31,"*** <PLS >  IRAREA   IREFF    ARZI   WILTP  FLDCAP   CRDEP   IRAWD  CAPRIS
*** x -  x    (ha)                 (cm/cm) (cm/cm)    (cm)            (cm)",*** Second group of PWATER Irrigation Parameters.
PERLND,IRRIG-SCHED,IRRIG-SCHED,/PERLND/PWATER/PARAMETERS,,40,"***       <---------Application---------->     <---------Application---------->
*** <PLS ><-----date------> IRDU    IRRATE     <-----date------> IRDU    IRRATE
*** x -  x yyyy mm dd hh mm  min     mm/hr      yyyy mm dd hh mm   hr     mm/hr",*** Schedule of applications when IRRGFG=3 in Table-type PWAT-PARM1.
PERLND,IRRIG-SOURCE,IRRIG-SOURCE,/PERLND/PWATER/PARAMETERS,,41,"*** <PLS ><-----External-----><---Groundwater----><-----------RCHRES----------->
*** x -  x    XPRIOR     XFRAC    GPRIOR     GFRAC    RPRIOR     RFRAC    IRCHNO",*** Irrigation source priorities and fractions.
PERLND,IRRIG-TARGET,IRRIG-TARGET,/PERLND/PWATER/PARAMETERS,,42,"*** <PLS >      Irrigation Application Target Fractions
*** x -  x  Intercep   Surface     Upper     Lower Active GW",*** Irrigation target fractions.
PERLND,LAT-FACTOR,LAT-FACTOR,/PERLND/PQUAL/PARAMETERS,,60,"*** <PLS >  Sediment   Surface Interflow Active GW
*** x -  x    SDLFAC    SLIFAC    ILIFAC    ALIFAC",*** Lateral inflow weighting factors for PWGTAS and PQUAL
PERLND,LAT-FACTOR,LAT-FACTOR,/PERLND/PWTGAS/PARAMETERS,,60,"*** <PLS >  Sediment   Surface Interflow Active GW
*** x -  x    SDLFAC    SLIFAC    ILIFAC    ALIFAC",*** Lateral inflow weighting factors for PWGTAS and PQUAL
PERLND,MON-ACCUM,MON-ACCUM1,/PERLND/PQUAL1/MONTHLY/ACQOP,,73,"*** <PLS >  Value at start of each month for accum rate of QUALOF (qty/ha.day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of accumulation rate of QUALOF at start of each month.
*** This table is only required if VQOFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-ACCUM,MON-ACCUM10,/PERLND/PQUAL10/MONTHLY/ACQOP,,73,"*** <PLS >  Value at start of each month for accum rate of QUALOF (qty/ha.day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of accumulation rate of QUALOF at start of each month.
*** This table is only required if VQOFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-ACCUM,MON-ACCUM2,/PERLND/PQUAL2/MONTHLY/ACQOP,,73,"*** <PLS >  Value at start of each month for accum rate of QUALOF (qty/ha.day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of accumulation rate of QUALOF at start of each month.
*** This table is only required if VQOFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-ACCUM,MON-ACCUM3,/PERLND/PQUAL3/MONTHLY/ACQOP,,73,"*** <PLS >  Value at start of each month for accum rate of QUALOF (qty/ha.day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of accumulation rate of QUALOF at start of each month.
*** This table is only required if VQOFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-ACCUM,MON-ACCUM4,/PERLND/PQUAL4/MONTHLY/ACQOP,,73,"*** <PLS >  Value at start of each month for accum rate of QUALOF (qty/ha.day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of accumulation rate of QUALOF at start of each month.
*** This table is only required if VQOFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-ACCUM,MON-ACCUM5,/PERLND/PQUAL5/MONTHLY/ACQOP,,73,"*** <PLS >  Value at start of each month for accum rate of QUALOF (qty/ha.day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of accumulation rate of QUALOF at start of each month.
*** This table is only required if VQOFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
PERLND,MON-ACCUM,MON-ACCUM6,/PERLND/PQUAL6/MONTHLY/ACQOP,,73,"*** <PLS >  Value at start of each month for accum rate of QUALOF (qty/ha.day)
*** x -  x  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC","*** Monthly values of accumulation rate of QUALOF at start of each month.
*** This table is only required if VQOFG in Table-type QUAL-PROPS is 1.
*** This table should be repeated for each quality constituent."
